ID,year,code,weight,code_label,id,binary1,binary2,three_code1,three_code2,four_code,five_code,binary3,three_code3,four_code2
353,2007,1,1,"relinequality, explicit",354,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
354,2009,3,6.67,relchanges (income/wages/earnings/etc.),355,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
355,2011,5,6.67,irrelevant,356,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
356,1995,5,6.67,irrelevant,357,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
357,1982,3,10,relchanges (income/wages/earnings/etc.),358,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
358,2002,5,6.67,irrelevant,359,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
359,1991,1,6.67,"relinequality, explicit",360,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
360,1980,1,6.67,"relinequality, explicit",361,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
361,1981,5,6.67,irrelevant,362,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
362,1989,1,10,"relinequality, explicit",363,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
363,1988,3,10,relchanges (income/wages/earnings/etc.),364,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
364,2007,1,6.67,"relinequality, explicit",365,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
365,2005,2,10,"relinequality, implicit",366,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
366,2010,3,6.67,relchanges (income/wages/earnings/etc.),367,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
367,2003,4,10,"releconomy (employment, economy)",368,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
368,1992,3,6.67,relchanges (income/wages/earnings/etc.),369,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
369,2001,5,6.67,irrelevant,370,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
370,2008,2,6.67,"relinequality, implicit",371,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
371,1990,5,6.67,irrelevant,372,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
372,1996,5,6.67,irrelevant,373,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
373,2006,5,6.67,irrelevant,374,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
374,2006,1,1,"relinequality, explicit",375,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
375,1983,2,6.67,"relinequality, implicit",376,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
376,2005,5,6.67,irrelevant,377,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
377,2003,2,6.67,"relinequality, implicit",378,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
378,1986,4,6.67,"releconomy (employment, economy)",379,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
379,1982,4,10,"releconomy (employment, economy)",380,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
380,1981,5,6.67,irrelevant,381,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
381,1988,3,10,relchanges (income/wages/earnings/etc.),382,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
382,1990,1,10,"relinequality, explicit",383,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
383,2009,2,6.67,"relinequality, implicit",384,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
384,2008,3,6.67,relchanges (income/wages/earnings/etc.),385,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
385,2007,5,6.67,irrelevant,386,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
386,2007,5,6.67,irrelevant,387,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
387,2006,3,6.67,relchanges (income/wages/earnings/etc.),388,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
388,1984,5,6.67,irrelevant,389,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
389,2005,3,6.67,relchanges (income/wages/earnings/etc.),390,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
390,1995,1,10,"relinequality, explicit",391,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
391,2003,5,10,irrelevant,392,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
392,1986,4,10,"releconomy (employment, economy)",393,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
393,1985,5,6.67,irrelevant,394,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
394,1992,1,6.67,"relinequality, explicit",395,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
395,1996,1,10,"relinequality, explicit",396,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
396,1989,5,6.67,irrelevant,397,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
397,1991,3,6.67,relchanges (income/wages/earnings/etc.),398,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
398,1990,1,6.67,"relinequality, explicit",399,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
399,1998,5,6.67,irrelevant,400,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
400,1997,2,6.67,"relinequality, implicit",401,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
401,1998,3,6.67,relchanges (income/wages/earnings/etc.),402,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
402,1982,5,6.67,irrelevant,403,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
403,1988,5,6.67,irrelevant,404,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
404,1984,5,6.67,irrelevant,405,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
405,1984,5,6.67,irrelevant,406,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
406,1985,3,10,relchanges (income/wages/earnings/etc.),407,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
407,2002,5,6.67,irrelevant,408,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
408,1985,1,6.67,"relinequality, explicit",409,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
409,2005,5,10,irrelevant,410,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
410,2011,2,1,"relinequality, implicit",411,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
411,1989,3,6.67,relchanges (income/wages/earnings/etc.),412,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
412,1981,5,6.67,irrelevant,413,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
413,1997,5,6.67,irrelevant,414,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
414,1981,2,6.67,"relinequality, implicit",415,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
415,1993,5,6.67,irrelevant,416,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
416,1985,5,6.67,irrelevant,417,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
417,1995,2,10,"relinequality, implicit",418,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
418,1981,2,6.67,"relinequality, implicit",419,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
419,2008,5,6.67,irrelevant,420,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
420,2004,5,10,irrelevant,421,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
421,1983,5,6.67,irrelevant,422,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
422,2004,1,1,"relinequality, explicit",423,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
423,1990,5,10,irrelevant,424,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
424,1989,3,10,relchanges (income/wages/earnings/etc.),425,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
425,1995,2,6.67,"relinequality, implicit",426,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
426,1981,2,10,"relinequality, implicit",427,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
427,1992,5,6.67,irrelevant,428,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
428,1996,1,1,"relinequality, explicit",429,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
429,1993,4,6.67,"releconomy (employment, economy)",430,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
