year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
1998	5	6.67	irrelevant	1074	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2009	2	6.67	relinequality, implicit	1075	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1999	1	1	relinequality, explicit	1076	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	1	1	relinequality, explicit	1077	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2006	1	10	relinequality, explicit	1078	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2009	2	6.67	relinequality, implicit	1079	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	2	6.67	relinequality, implicit	1080	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1987	5	6.67	irrelevant	1081	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	5	6.67	irrelevant	1082	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2003	1	6.67	relinequality, explicit	1083	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1995	1	6.67	relinequality, explicit	1084	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	1	1	relinequality, explicit	1085	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2003	5	10	irrelevant	1086	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	10	relchanges (income/wages/earnings/etc.)	1087	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1986	5	6.67	irrelevant	1088	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	5	6.67	irrelevant	1089	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1987	2	10	relinequality, implicit	1090	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	5	6.67	irrelevant	1091	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	5	10	irrelevant	1092	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	5	6.67	irrelevant	1093	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	5	6.67	irrelevant	1094	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1985	2	1	relinequality, implicit	1095	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1984	3	10	relchanges (income/wages/earnings/etc.)	1096	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	2	6.67	relinequality, implicit	1097	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2011	4	6.67	releconomy (employment, economy)	1098	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1993	5	6.67	irrelevant	1099	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1986	4	10	releconomy (employment, economy)	1100	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	1	6.67	relinequality, explicit	1101	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	2	6.67	relinequality, implicit	1102	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	1	1	1	1
1982	3	6.67	relchanges (income/wages/earnings/etc.)	1103	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	5	6.67	irrelevant	1104	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1983	4	6.67	releconomy (employment, economy)	1105	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1985	4	6.67	releconomy (employment, economy)	1106	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1981	2	6.67	relinequality, implicit	1107	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	5	6.67	irrelevant	1108	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1984	2	6.67	relinequality, implicit	1109	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1981	1	6.67	relinequality, explicit	1110	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1982	1	6.67	relinequality, explicit	1111	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1989	5	10	irrelevant	1112	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	1	1	relinequality, explicit	1113	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	1	6.67	relinequality, explicit	1114	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1998	5	6.67	irrelevant	1115	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	3	10	relchanges (income/wages/earnings/etc.)	1116	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2001	1	6.67	relinequality, explicit	1117	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	5	6.67	irrelevant	1118	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	2	6.67	relinequality, implicit	1119	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2011	1	1	relinequality, explicit	1120	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	3	6.67	relchanges (income/wages/earnings/etc.)	1121	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2002	5	6.67	irrelevant	1122	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	2	6.67	relinequality, implicit	1123	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2002	3	6.67	relchanges (income/wages/earnings/etc.)	1124	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	5	6.67	irrelevant	1125	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	5	6.67	irrelevant	1126	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2005	4	10	releconomy (employment, economy)	1127	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	2	10	relinequality, implicit	1128	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1997	1	6.67	relinequality, explicit	1129	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2012	2	6.67	relinequality, implicit	1130	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1984	3	6.67	relchanges (income/wages/earnings/etc.)	1131	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1988	3	6.67	relchanges (income/wages/earnings/etc.)	1132	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	5	10	irrelevant	1133	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	5	6.67	irrelevant	1134	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	1	1	relinequality, explicit	1135	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2011	4	6.67	releconomy (employment, economy)	1136	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2012	2	6.67	relinequality, implicit	1137	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1983	5	6.67	irrelevant	1138	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2009	1	1	relinequality, explicit	1139	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	5	6.67	irrelevant	1140	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2008	1	6.67	relinequality, explicit	1141	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	1	6.67	relinequality, explicit	1142	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1987	3	10	relchanges (income/wages/earnings/etc.)	1143	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	5	6.67	irrelevant	1144	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1994	5	10	irrelevant	1145	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	1	irrelevant	1146	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	3	10	relchanges (income/wages/earnings/etc.)	1147	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2009	1	1	relinequality, explicit	1148	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	2	10	relinequality, implicit	1149	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1995	5	10	irrelevant	1150	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	3	10	relchanges (income/wages/earnings/etc.)	1151	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1982	3	6.67	relchanges (income/wages/earnings/etc.)	1152	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2008	1	6.67	relinequality, explicit	1153	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2000	2	6.67	relinequality, implicit	1154	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2006	2	6.67	relinequality, implicit	1155	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2006	1	6.67	relinequality, explicit	1156	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	5	10	irrelevant	1157	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1991	1	10	relinequality, explicit	1158	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1981	4	10	releconomy (employment, economy)	1159	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	5	10	irrelevant	1160	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	4	6.67	releconomy (employment, economy)	1161	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2000	4	10	releconomy (employment, economy)	1162	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	2	6.67	relinequality, implicit	1163	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1988	5	6.67	irrelevant	1164	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	2	6.67	relinequality, implicit	1165	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	1	1	1	1
1997	1	6.67	relinequality, explicit	1166	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1995	1	10	relinequality, explicit	1167	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1986	1	6.67	relinequality, explicit	1168	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1990	1	10	relinequality, explicit	1169	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1992	1	6.67	relinequality, explicit	1170	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	2	6.67	relinequality, implicit	1171	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1982	4	6.67	releconomy (employment, economy)	1172	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1999	5	6.67	irrelevant	1173	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2010	2	6.67	relinequality, implicit	1174	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1999	5	6.67	irrelevant	1175	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	5	6.67	irrelevant	1176	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	3	10	relchanges (income/wages/earnings/etc.)	1177	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1984	5	6.67	irrelevant	1178	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	1	6.67	relinequality, explicit	1179	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1985	3	10	relchanges (income/wages/earnings/etc.)	1180	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1986	5	6.67	irrelevant	1181	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	5	6.67	irrelevant	1182	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	2	6.67	relinequality, implicit	1183	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1984	4	6.67	releconomy (employment, economy)	1184	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1987	5	6.67	irrelevant	1185	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	6.67	irrelevant	1186	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	5	10	irrelevant	1187	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2006	3	6.67	relchanges (income/wages/earnings/etc.)	1188	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1980	2	6.67	relinequality, implicit	1189	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	1	10	relinequality, explicit	1190	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	2	6.67	relinequality, implicit	1191	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1981	1	10	relinequality, explicit	1192	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	5	6.67	irrelevant	1193	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1995	1	6.67	relinequality, explicit	1194	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	5	6.67	irrelevant	1195	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	1	1	relinequality, explicit	1196	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2010	3	6.67	relchanges (income/wages/earnings/etc.)	1197	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1984	5	6.67	irrelevant	1198	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	3	6.67	relchanges (income/wages/earnings/etc.)	1199	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1983	3	10	relchanges (income/wages/earnings/etc.)	1200	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1980	2	6.67	relinequality, implicit	1201	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1986	4	10	releconomy (employment, economy)	1202	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1990	1	10	relinequality, explicit	1203	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1999	5	10	irrelevant	1204	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2011	2	6.67	relinequality, implicit	1205	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	2	10	relinequality, implicit	1206	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1988	3	10	relchanges (income/wages/earnings/etc.)	1207	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1998	5	6.67	irrelevant	1208	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	2	10	relinequality, implicit	1209	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2010	2	6.67	relinequality, implicit	1210	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1983	3	6.67	relchanges (income/wages/earnings/etc.)	1211	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	1	6.67	relinequality, explicit	1212	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	1	relinequality, explicit	1213	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1999	5	6.67	irrelevant	1214	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	1	1	relinequality, explicit	1215	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	5	10	irrelevant	1216	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1995	5	6.67	irrelevant	1217	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2004	1	1	relinequality, explicit	1218	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1984	5	6.67	irrelevant	1219	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	1	6.67	relinequality, explicit	1220	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	1	6.67	relinequality, explicit	1221	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1996	5	6.67	irrelevant	1222	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1990	2	6.67	relinequality, implicit	1223	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1990	1	6.67	relinequality, explicit	1224	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	5	6.67	irrelevant	1225	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1992	3	10	relchanges (income/wages/earnings/etc.)	1226	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2001	1	6.67	relinequality, explicit	1227	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1996	1	1	relinequality, explicit	1228	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2005	5	6.67	irrelevant	1229	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	3	6.67	relchanges (income/wages/earnings/etc.)	1230	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	1	6.67	relinequality, explicit	1231	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2004	3	6.67	relchanges (income/wages/earnings/etc.)	1232	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1980	2	6.67	relinequality, implicit	1233	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1997	5	6.67	irrelevant	1234	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1991	3	10	relchanges (income/wages/earnings/etc.)	1235	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1986	5	6.67	irrelevant	1236	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1992	5	6.67	irrelevant	1237	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	5	6.67	irrelevant	1238	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1984	2	6.67	relinequality, implicit	1239	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2012	5	6.67	irrelevant	1240	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	1241	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1982	3	10	relchanges (income/wages/earnings/etc.)	1242	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1986	2	6.67	relinequality, implicit	1243	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	5	6.67	irrelevant	1244	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	3	6.67	relchanges (income/wages/earnings/etc.)	1245	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1998	4	10	releconomy (employment, economy)	1246	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1995	3	10	relchanges (income/wages/earnings/etc.)	1247	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2011	1	6.67	relinequality, explicit	1248	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1990	5	6.67	irrelevant	1249	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2010	2	6.67	relinequality, implicit	1250	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	5	6.67	irrelevant	1251	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1986	5	6.67	irrelevant	1252	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1988	5	6.67	irrelevant	1253	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	1	6.67	relinequality, explicit	1254	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
